발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
1999,남녀전체,00. All cancers,모든암,00-04세,538,16.1
1999,남녀전체,00. All cancers,모든암,05-09세,297,8.6
1999,남녀전체,00. All cancers,모든암,10-14세,306,9.6
1999,남녀전체,00. All cancers,모든암,15-19세,527,13.1
1999,남녀전체,00. All cancers,모든암,20-24세,719,18.3
1999,남녀전체,00. All cancers,모든암,25-29세,1539,33.5
1999,남녀전체,00. All cancers,모든암,30-34세,2680,60.7
1999,남녀전체,00. All cancers,모든암,35-39세,4959,110.7
1999,남녀전체,00. All cancers,모든암,40-44세,7009,181.4
1999,남녀전체,00. All cancers,모든암,45-49세,7533,278.8
1999,남녀전체,00. All cancers,모든암,50-54세,9309,419.6
1999,남녀전체,00. All cancers,모든암,55-59세,12860,607.5
1999,남녀전체,00. All cancers,모든암,60-64세,14674,841.6
1999,남녀전체,00. All cancers,모든암,65-69세,13161,1077.8
1999,남녀전체,00. All cancers,모든암,70-74세,11142,1331.6
1999,남녀전체,00. All cancers,모든암,75-79세,8575,1509.2
1999,남녀전체,00. All cancers,모든암,80-84세,4121,1388.1
1999,남녀전체,00. All cancers,모든암,85세이상,1900,1051.8
1999,남녀전체,00. All cancers,모든암,연령전체,101849,215.9
1999,남자,00. All cancers,모든암,00-04세,324,18.4
1999,남자,00. All cancers,모든암,05-09세,165,8.9
1999,남자,00. All cancers,모든암,10-14세,165,9.9
1999,남자,00. All cancers,모든암,15-19세,273,13.2
1999,남자,00. All cancers,모든암,20-24세,282,14
1999,남자,00. All cancers,모든암,25-29세,571,24.3
1999,남자,00. All cancers,모든암,30-34세,900,39.9
1999,남자,00. All cancers,모든암,35-39세,1933,84.1
1999,남자,00. All cancers,모든암,40-44세,3057,154.6
1999,남자,00. All cancers,모든암,45-49세,3908,284.5
1999,남자,00. All cancers,모든암,50-54세,5508,494.9
1999,남자,00. All cancers,모든암,55-59세,8120,795.6
1999,남자,00. All cancers,모든암,60-64세,9725,1213.9
1999,남자,00. All cancers,모든암,65-69세,8344,1663.8
1999,남자,00. All cancers,모든암,70-74세,6689,2133.4
1999,남자,00. All cancers,모든암,75-79세,4927,2451.2
1999,남자,00. All cancers,모든암,80-84세,2188,2422.3
1999,남자,00. All cancers,모든암,85세이상,809,1949.6
1999,남자,00. All cancers,모든암,연령전체,57888,244.5
1999,여자,00. All cancers,모든암,00-04세,214,13.5
1999,여자,00. All cancers,모든암,05-09세,132,8.1
1999,여자,00. All cancers,모든암,10-14세,141,9.3
1999,여자,00. All cancers,모든암,15-19세,254,13.1
1999,여자,00. All cancers,모든암,20-24세,437,22.8
1999,여자,00. All cancers,모든암,25-29세,968,43.1
1999,여자,00. All cancers,모든암,30-34세,1780,82.5
1999,여자,00. All cancers,모든암,35-39세,3026,138.7
1999,여자,00. All cancers,모든암,40-44세,3952,209.4
1999,여자,00. All cancers,모든암,45-49세,3625,273
1999,여자,00. All cancers,모든암,50-54세,3801,343.8
1999,여자,00. All cancers,모든암,55-59세,4740,432.4
1999,여자,00. All cancers,모든암,60-64세,4949,525.1
1999,여자,00. All cancers,모든암,65-69세,4817,669.4
1999,여자,00. All cancers,모든암,70-74세,4453,851.1
1999,여자,00. All cancers,모든암,75-79세,3648,993.5
1999,여자,00. All cancers,모든암,80-84세,1933,935.9
1999,여자,00. All cancers,모든암,85세이상,1091,784
1999,여자,00. All cancers,모든암,연령전체,43961,187.2
2000,남녀전체,00. All cancers,모든암,00-04세,509,15.6
2000,남녀전체,00. All cancers,모든암,05-09세,339,9.6
2000,남녀전체,00. All cancers,모든암,10-14세,292,9.3
2000,남녀전체,00. All cancers,모든암,15-19세,523,13.7
2000,남녀전체,00. All cancers,모든암,20-24세,690,17.6
2000,남녀전체,00. All cancers,모든암,25-29세,1467,32.7
2000,남녀전체,00. All cancers,모든암,30-34세,2720,60.7
2000,남녀전체,00. All cancers,모든암,35-39세,4648,105.4
2000,남녀전체,00. All cancers,모든암,40-44세,7030,172.8
2000,남녀전체,00. All cancers,모든암,45-49세,7858,271.2
2000,남녀전체,00. All cancers,모든암,50-54세,9483,409
2000,남녀전체,00. All cancers,모든암,55-59세,12372,592.4
2000,남녀전체,00. All cancers,모든암,60-64세,14594,812.3
2000,남녀전체,00. All cancers,모든암,65-69세,13850,1064.5
2000,남녀전체,00. All cancers,모든암,70-74세,11538,1306
2000,남녀전체,00. All cancers,모든암,75-79세,8673,1477.3
2000,남녀전체,00. All cancers,모든암,80-84세,4409,1424.6
2000,남녀전체,00. All cancers,모든암,85세이상,2061,1102.6
2000,남녀전체,00. All cancers,모든암,연령전체,103056,216.8
2000,남자,00. All cancers,모든암,00-04세,269,15.7
2000,남자,00. All cancers,모든암,05-09세,190,10.1
2000,남자,00. All cancers,모든암,10-14세,151,9.1
2000,남자,00. All cancers,모든암,15-19세,261,13.2
2000,남자,00. All cancers,모든암,20-24세,276,13.7
2000,남자,00. All cancers,모든암,25-29세,521,22.7
2000,남자,00. All cancers,모든암,30-34세,943,41.2
2000,남자,00. All cancers,모든암,35-39세,1787,78.9
2000,남자,00. All cancers,모든암,40-44세,2983,143.6
2000,남자,00. All cancers,모든암,45-49세,4035,274.4
2000,남자,00. All cancers,모든암,50-54세,5589,479
2000,남자,00. All cancers,모든암,55-59세,7865,779.1
2000,남자,00. All cancers,모든암,60-64세,9599,1154.8
2000,남자,00. All cancers,모든암,65-69세,8970,1647.6
2000,남자,00. All cancers,모든암,70-74세,6988,2124.3
2000,남자,00. All cancers,모든암,75-79세,4996,2416.1
2000,남자,00. All cancers,모든암,80-84세,2283,2377.5
2000,남자,00. All cancers,모든암,85세이상,815,1885
2000,남자,00. All cancers,모든암,연령전체,58521,245.2
2000,여자,00. All cancers,모든암,00-04세,240,15.5
2000,여자,00. All cancers,모든암,05-09세,149,9
2000,여자,00. All cancers,모든암,10-14세,141,9.4
2000,여자,00. All cancers,모든암,15-19세,262,14.1
2000,여자,00. All cancers,모든암,20-24세,414,21.6
2000,여자,00. All cancers,모든암,25-29세,946,43.1
2000,여자,00. All cancers,모든암,30-34세,1777,81
2000,여자,00. All cancers,모든암,35-39세,2861,133.3
2000,여자,00. All cancers,모든암,40-44세,4047,203.4
2000,여자,00. All cancers,모든암,45-49세,3823,268
2000,여자,00. All cancers,모든암,50-54세,3894,338.1
2000,여자,00. All cancers,모든암,55-59세,4507,417.7
2000,여자,00. All cancers,모든암,60-64세,4995,517.3
2000,여자,00. All cancers,모든암,65-69세,4880,644.9
2000,여자,00. All cancers,모든암,70-74세,4550,820.5
2000,여자,00. All cancers,모든암,75-79세,3677,966.9
2000,여자,00. All cancers,모든암,80-84세,2126,995.9
2000,여자,00. All cancers,모든암,85세이상,1246,867.1
2000,여자,00. All cancers,모든암,연령전체,44535,188.1
2001,남녀전체,00. All cancers,모든암,00-04세,560,17.7
2001,남녀전체,00. All cancers,모든암,05-09세,332,9.3
2001,남녀전체,00. All cancers,모든암,10-14세,306,9.6
2001,남녀전체,00. All cancers,모든암,15-19세,528,14.6
2001,남녀전체,00. All cancers,모든암,20-24세,827,20.8
2001,남녀전체,00. All cancers,모든암,25-29세,1578,36.5
2001,남녀전체,00. All cancers,모든암,30-34세,2943,64.4
2001,남녀전체,00. All cancers,모든암,35-39세,4861,112.9
2001,남녀전체,00. All cancers,모든암,40-44세,7937,186.3
2001,남녀전체,00. All cancers,모든암,45-49세,9226,292.5
2001,남녀전체,00. All cancers,모든암,50-54세,10420,435.3
2001,남녀전체,00. All cancers,모든암,55-59세,13026,633.4
2001,남녀전체,00. All cancers,모든암,60-64세,15916,862.7
2001,남녀전체,00. All cancers,모든암,65-69세,15405,1107.1
2001,남녀전체,00. All cancers,모든암,70-74세,12558,1354.5
2001,남녀전체,00. All cancers,모든암,75-79세,9102,1504.8
2001,남녀전체,00. All cancers,모든암,80-84세,4698,1445.5
2001,남녀전체,00. All cancers,모든암,85세이상,2217,1131.1
2001,남녀전체,00. All cancers,모든암,연령전체,112440,234.9
2001,남자,00. All cancers,모든암,00-04세,331,20
2001,남자,00. All cancers,모든암,05-09세,188,9.9
2001,남자,00. All cancers,모든암,10-14세,162,9.6
2001,남자,00. All cancers,모든암,15-19세,275,14.7
2001,남자,00. All cancers,모든암,20-24세,330,16.2
2001,남자,00. All cancers,모든암,25-29세,553,25
2001,남자,00. All cancers,모든암,30-34세,990,42.6
2001,남자,00. All cancers,모든암,35-39세,1752,79
2001,남자,00. All cancers,모든암,40-44세,3269,150.4
2001,남자,00. All cancers,모든암,45-49세,4542,284.2
2001,남자,00. All cancers,모든암,50-54세,6041,501.4
2001,남자,00. All cancers,모든암,55-59세,8239,824.7
2001,남자,00. All cancers,모든암,60-64세,10502,1223.5
2001,남자,00. All cancers,모든암,65-69세,9924,1672.4
2001,남자,00. All cancers,모든암,70-74세,7594,2199.2
2001,남자,00. All cancers,모든암,75-79세,5175,2449.4
2001,남자,00. All cancers,모든암,80-84세,2469,2421.5
2001,남자,00. All cancers,모든암,85세이상,929,2025.5
2001,남자,00. All cancers,모든암,연령전체,63265,263.3
2001,여자,00. All cancers,모든암,00-04세,229,15.2
2001,여자,00. All cancers,모든암,05-09세,144,8.6
2001,여자,00. All cancers,모든암,10-14세,144,9.6
2001,여자,00. All cancers,모든암,15-19세,253,14.5
2001,여자,00. All cancers,모든암,20-24세,497,25.6
2001,여자,00. All cancers,모든암,25-29세,1025,48.5
2001,여자,00. All cancers,모든암,30-34세,1953,87.2
2001,여자,00. All cancers,모든암,35-39세,3109,149
2001,여자,00. All cancers,모든암,40-44세,4668,223.7
2001,여자,00. All cancers,모든암,45-49세,4684,301
2001,여자,00. All cancers,모든암,50-54세,4379,368.3
2001,여자,00. All cancers,모든암,55-59세,4787,452.7
2001,여자,00. All cancers,모든암,60-64세,5414,548.8
2001,여자,00. All cancers,모든암,65-69세,5481,686.7
2001,여자,00. All cancers,모든암,70-74세,4964,853.2
2001,여자,00. All cancers,모든암,75-79세,3927,997.8
2001,여자,00. All cancers,모든암,80-84세,2229,999.3
2001,여자,00. All cancers,모든암,85세이상,1288,857.8
2001,여자,00. All cancers,모든암,연령전체,49175,206.2
2002,남녀전체,00. All cancers,모든암,00-04세,542,18
2002,남녀전체,00. All cancers,모든암,05-09세,307,8.7
2002,남녀전체,00. All cancers,모든암,10-14세,357,10.9
2002,남녀전체,00. All cancers,모든암,15-19세,482,14.1
2002,남녀전체,00. All cancers,모든암,20-24세,799,19.8
2002,남녀전체,00. All cancers,모든암,25-29세,1536,36.9
2002,남녀전체,00. All cancers,모든암,30-34세,2993,64.6
2002,남녀전체,00. All cancers,모든암,35-39세,4724,111.8
2002,남녀전체,00. All cancers,모든암,40-44세,8376,190.2
2002,남녀전체,00. All cancers,모든암,45-49세,10043,298.3
2002,남녀전체,00. All cancers,모든암,50-54세,10964,444.6
2002,남녀전체,00. All cancers,모든암,55-59세,12820,630.5
2002,남녀전체,00. All cancers,모든암,60-64세,16491,847.7
2002,남녀전체,00. All cancers,모든암,65-69세,16920,1149.8
2002,남녀전체,00. All cancers,모든암,70-74세,13633,1397.6
2002,남녀전체,00. All cancers,모든암,75-79세,9776,1571.8
2002,남녀전체,00. All cancers,모든암,80-84세,5434,1568.5
2002,남녀전체,00. All cancers,모든암,85세이상,2519,1213.3
2002,남녀전체,00. All cancers,모든암,연령전체,118716,246.7
2002,남자,00. All cancers,모든암,00-04세,305,19.4
2002,남자,00. All cancers,모든암,05-09세,183,9.8
2002,남자,00. All cancers,모든암,10-14세,207,11.9
2002,남자,00. All cancers,모든암,15-19세,244,13.8
2002,남자,00. All cancers,모든암,20-24세,314,15.2
2002,남자,00. All cancers,모든암,25-29세,489,23
2002,남자,00. All cancers,모든암,30-34세,959,40.7
2002,남자,00. All cancers,모든암,35-39세,1604,73.7
2002,남자,00. All cancers,모든암,40-44세,3338,148.7
2002,남자,00. All cancers,모든암,45-49세,4755,278.5
2002,남자,00. All cancers,모든암,50-54세,6181,497.9
2002,남자,00. All cancers,모든암,55-59세,7871,793
2002,남자,00. All cancers,모든암,60-64세,10806,1187
2002,남자,00. All cancers,모든암,65-69세,11026,1730.5
2002,남자,00. All cancers,모든암,70-74세,8344,2275.7
2002,남자,00. All cancers,모든암,75-79세,5610,2595.2
2002,남자,00. All cancers,모든암,80-84세,2931,2680.2
2002,남자,00. All cancers,모든암,85세이상,1075,2180.9
2002,남자,00. All cancers,모든암,연령전체,66242,274.3
2002,여자,00. All cancers,모든암,00-04세,237,16.5
2002,여자,00. All cancers,모든암,05-09세,124,7.5
2002,여자,00. All cancers,모든암,10-14세,150,9.7
2002,여자,00. All cancers,모든암,15-19세,238,14.5
2002,여자,00. All cancers,모든암,20-24세,485,24.7
2002,여자,00. All cancers,모든암,25-29세,1047,51.3
2002,여자,00. All cancers,모든암,30-34세,2034,89.5
2002,여자,00. All cancers,모든암,35-39세,3120,152.2
2002,여자,00. All cancers,모든암,40-44세,5038,233.4
2002,여자,00. All cancers,모든암,45-49세,5288,318.6
2002,여자,00. All cancers,모든암,50-54세,4783,390.5
2002,여자,00. All cancers,모든암,55-59세,4949,475.4
2002,여자,00. All cancers,모든암,60-64세,5685,549.3
2002,여자,00. All cancers,모든암,65-69세,5894,706.4
2002,여자,00. All cancers,모든암,70-74세,5289,868.8
2002,여자,00. All cancers,모든암,75-79세,4166,1026.6
2002,여자,00. All cancers,모든암,80-84세,2503,1055.8
2002,여자,00. All cancers,모든암,85세이상,1444,912.1
2002,여자,00. All cancers,모든암,연령전체,52474,218.9
2003,남녀전체,00. All cancers,모든암,00-04세,516,18.1
2003,남녀전체,00. All cancers,모든암,05-09세,324,9.3
2003,남녀전체,00. All cancers,모든암,10-14세,361,10.7
2003,남녀전체,00. All cancers,모든암,15-19세,504,15.6
2003,남녀전체,00. All cancers,모든암,20-24세,894,22
2003,남녀전체,00. All cancers,모든암,25-29세,1657,41.4
2003,남녀전체,00. All cancers,모든암,30-34세,3332,72.2
2003,남녀전체,00. All cancers,모든암,35-39세,5110,119.9
2003,남녀전체,00. All cancers,모든암,40-44세,8964,202.1
2003,남녀전체,00. All cancers,모든암,45-49세,10911,306.2
2003,남녀전체,00. All cancers,모든암,50-54세,11553,454.2
2003,남녀전체,00. All cancers,모든암,55-59세,13070,632.6
2003,남녀전체,00. All cancers,모든암,60-64세,17568,869.4
2003,남녀전체,00. All cancers,모든암,65-69세,17745,1148.8
2003,남녀전체,00. All cancers,모든암,70-74세,14670,1429.5
2003,남녀전체,00. All cancers,모든암,75-79세,10039,1558
2003,남녀전체,00. All cancers,모든암,80-84세,5959,1586.1
2003,남녀전체,00. All cancers,모든암,85세이상,2860,1312.7
2003,남녀전체,00. All cancers,모든암,연령전체,126038,260.9
2003,남자,00. All cancers,모든암,00-04세,301,20.2
2003,남자,00. All cancers,모든암,05-09세,203,11.1
2003,남자,00. All cancers,모든암,10-14세,202,11.3
2003,남자,00. All cancers,모든암,15-19세,262,15.5
2003,남자,00. All cancers,모든암,20-24세,330,15.8
2003,남자,00. All cancers,모든암,25-29세,532,26.1
2003,남자,00. All cancers,모든암,30-34세,1046,44.4
2003,남자,00. All cancers,모든암,35-39세,1780,81.7
2003,남자,00. All cancers,모든암,40-44세,3506,154.9
2003,남자,00. All cancers,모든암,45-49세,5063,279.7
2003,남자,00. All cancers,모든암,50-54세,6405,500.6
2003,남자,00. All cancers,모든암,55-59세,7884,777.3
2003,남자,00. All cancers,모든암,60-64세,11447,1205.7
2003,남자,00. All cancers,모든암,65-69세,11598,1712.6
2003,남자,00. All cancers,모든암,70-74세,9009,2298.5
2003,남자,00. All cancers,모든암,75-79세,5769,2584.1
2003,남자,00. All cancers,모든암,80-84세,3133,2638.8
2003,남자,00. All cancers,모든암,85세이상,1280,2438.5
2003,남자,00. All cancers,모든암,연령전체,69750,287.8
2003,여자,00. All cancers,모든암,00-04세,215,15.8
2003,여자,00. All cancers,모든암,05-09세,121,7.4
2003,여자,00. All cancers,모든암,10-14세,159,10
2003,여자,00. All cancers,모든암,15-19세,242,15.6
2003,여자,00. All cancers,모든암,20-24세,564,28.6
2003,여자,00. All cancers,모든암,25-29세,1125,57.3
2003,여자,00. All cancers,모든암,30-34세,2286,101.2
2003,여자,00. All cancers,모든암,35-39세,3330,159.9
2003,여자,00. All cancers,모든암,40-44세,5458,251.1
2003,여자,00. All cancers,모든암,45-49세,5848,333.5
2003,여자,00. All cancers,모든암,50-54세,5148,407.2
2003,여자,00. All cancers,모든암,55-59세,5186,493.1
2003,여자,00. All cancers,모든암,60-64세,6121,571.3
2003,여자,00. All cancers,모든암,65-69세,6147,708.6
2003,여자,00. All cancers,모든암,70-74세,5661,892.5
2003,여자,00. All cancers,모든암,75-79세,4270,1014
2003,여자,00. All cancers,모든암,80-84세,2826,1099.7
2003,여자,00. All cancers,모든암,85세이상,1580,955.4
2003,여자,00. All cancers,모든암,연령전체,56288,233.8
2004,남녀전체,00. All cancers,모든암,00-04세,481,17.8
2004,남녀전체,00. All cancers,모든암,05-09세,294,8.7
2004,남녀전체,00. All cancers,모든암,10-14세,365,10.6
2004,남녀전체,00. All cancers,모든암,15-19세,489,15.5
2004,남녀전체,00. All cancers,모든암,20-24세,922,23.2
2004,남녀전체,00. All cancers,모든암,25-29세,1682,43.2
2004,남녀전체,00. All cancers,모든암,30-34세,3515,77.3
2004,남녀전체,00. All cancers,모든암,35-39세,5551,127.5
2004,남녀전체,00. All cancers,모든암,40-44세,9396,213.3
2004,남녀전체,00. All cancers,모든암,45-49세,12465,329.3
2004,남녀전체,00. All cancers,모든암,50-54세,12211,463.3
2004,남녀전체,00. All cancers,모든암,55-59세,14030,652.7
2004,남녀전체,00. All cancers,모든암,60-64세,18077,895
2004,남녀전체,00. All cancers,모든암,65-69세,19346,1193.3
2004,남녀전체,00. All cancers,모든암,70-74세,15435,1422.6
2004,남녀전체,00. All cancers,모든암,75-79세,10985,1612
2004,남녀전체,00. All cancers,모든암,80-84세,6596,1652.5
2004,남녀전체,00. All cancers,모든암,85세이상,2964,1299.1
2004,남녀전체,00. All cancers,모든암,연령전체,134804,278
2004,남자,00. All cancers,모든암,00-04세,275,19.5
2004,남자,00. All cancers,모든암,05-09세,178,10
2004,남자,00. All cancers,모든암,10-14세,198,10.8
2004,남자,00. All cancers,모든암,15-19세,233,14.1
2004,남자,00. All cancers,모든암,20-24세,325,15.9
2004,남자,00. All cancers,모든암,25-29세,518,26.1
2004,남자,00. All cancers,모든암,30-34세,1025,44.2
2004,남자,00. All cancers,모든암,35-39세,1821,82.1
2004,남자,00. All cancers,모든암,40-44세,3447,153.2
2004,남자,00. All cancers,모든암,45-49세,5606,291.7
2004,남자,00. All cancers,모든암,50-54세,6621,499.5
2004,남자,00. All cancers,모든암,55-59세,8440,794.5
2004,남자,00. All cancers,모든암,60-64세,11666,1226.8
2004,남자,00. All cancers,모든암,65-69세,12855,1789.8
2004,남자,00. All cancers,모든암,70-74세,9590,2273.6
2004,남자,00. All cancers,모든암,75-79세,6238,2652.8
2004,남자,00. All cancers,모든암,80-84세,3562,2815.7
2004,남자,00. All cancers,모든암,85세이상,1273,2266.1
2004,남자,00. All cancers,모든암,연령전체,73871,303.8
2004,여자,00. All cancers,모든암,00-04세,206,15.9
2004,여자,00. All cancers,모든암,05-09세,116,7.2
2004,여자,00. All cancers,모든암,10-14세,167,10.3
2004,여자,00. All cancers,모든암,15-19세,256,17
2004,여자,00. All cancers,모든암,20-24세,597,30.8
2004,여자,00. All cancers,모든암,25-29세,1164,61.1
2004,여자,00. All cancers,모든암,30-34세,2490,111.8
2004,여자,00. All cancers,모든암,35-39세,3730,174.6
2004,여자,00. All cancers,모든암,40-44세,5949,276
2004,여자,00. All cancers,모든암,45-49세,6859,368.1
2004,여자,00. All cancers,모든암,50-54세,5590,426.7
2004,여자,00. All cancers,모든암,55-59세,5590,514.1
2004,여자,00. All cancers,모든암,60-64세,6411,599.8
2004,여자,00. All cancers,모든암,65-69세,6491,718.9
2004,여자,00. All cancers,모든암,70-74세,5845,881.3
2004,여자,00. All cancers,모든암,75-79세,4747,1063.6
2004,여자,00. All cancers,모든암,80-84세,3034,1112.8
2004,여자,00. All cancers,모든암,85세이상,1691,983.2
2004,여자,00. All cancers,모든암,연령전체,60933,252.1
2005,남녀전체,00. All cancers,모든암,00-04세,496,19.6
2005,남녀전체,00. All cancers,모든암,05-09세,272,8.2
2005,남녀전체,00. All cancers,모든암,10-14세,404,11.4
2005,남녀전체,00. All cancers,모든암,15-19세,470,15
2005,남녀전체,00. All cancers,모든암,20-24세,937,24.6
2005,남녀전체,00. All cancers,모든암,25-29세,1786,45.9
2005,남녀전체,00. All cancers,모든암,30-34세,3665,82.5
2005,남녀전체,00. All cancers,모든암,35-39세,5852,132.4
2005,남녀전체,00. All cancers,모든암,40-44세,9829,226.6
2005,남녀전체,00. All cancers,모든암,45-49세,13711,343.9
2005,남녀전체,00. All cancers,모든암,50-54세,13921,492
2005,남녀전체,00. All cancers,모든암,55-59세,15472,687.7
2005,남녀전체,00. All cancers,모든암,60-64세,18890,945.5
2005,남녀전체,00. All cancers,모든암,65-69세,20581,1227.3
2005,남녀전체,00. All cancers,모든암,70-74세,17489,1504.3
2005,남녀전체,00. All cancers,모든암,75-79세,12547,1725.4
2005,남녀전체,00. All cancers,모든암,80-84세,7446,1788.4
2005,남녀전체,00. All cancers,모든암,85세이상,3597,1488.1
2005,남녀전체,00. All cancers,모든암,연령전체,147365,302.7
2005,남자,00. All cancers,모든암,00-04세,265,20.1
2005,남자,00. All cancers,모든암,05-09세,149,8.6
2005,남자,00. All cancers,모든암,10-14세,228,12.1
2005,남자,00. All cancers,모든암,15-19세,234,14.2
2005,남자,00. All cancers,모든암,20-24세,352,18
2005,남자,00. All cancers,모든암,25-29세,558,28.1
2005,남자,00. All cancers,모든암,30-34세,1076,47.5
2005,남자,00. All cancers,모든암,35-39세,1818,80.9
2005,남자,00. All cancers,모든암,40-44세,3618,163.1
2005,남자,00. All cancers,모든암,45-49세,5892,291.4
2005,남자,00. All cancers,모든암,50-54세,7221,508
2005,남자,00. All cancers,모든암,55-59세,9268,830.5
2005,남자,00. All cancers,모든암,60-64세,11966,1266.9
2005,남자,00. All cancers,모든암,65-69세,13629,1818.8
2005,남자,00. All cancers,모든암,70-74세,10926,2366.7
2005,남자,00. All cancers,모든암,75-79세,7155,2862.6
2005,남자,00. All cancers,모든암,80-84세,3914,2973.2
2005,남자,00. All cancers,모든암,85세이상,1608,2646.4
2005,남자,00. All cancers,모든암,연령전체,79877,327.2
2005,여자,00. All cancers,모든암,00-04세,231,19
2005,여자,00. All cancers,모든암,05-09세,123,7.8
2005,여자,00. All cancers,모든암,10-14세,176,10.6
2005,여자,00. All cancers,모든암,15-19세,236,15.8
2005,여자,00. All cancers,모든암,20-24세,585,31.7
2005,여자,00. All cancers,모든암,25-29세,1228,64.4
2005,여자,00. All cancers,모든암,30-34세,2589,119
2005,여자,00. All cancers,모든암,35-39세,4034,185.9
2005,여자,00. All cancers,모든암,40-44세,6211,292.9
2005,여자,00. All cancers,모든암,45-49세,7819,397.9
2005,여자,00. All cancers,모든암,50-54세,6700,475.8
2005,여자,00. All cancers,모든암,55-59세,6204,547.1
2005,여자,00. All cancers,모든암,60-64세,6924,657.3
2005,여자,00. All cancers,모든암,65-69세,6952,749.5
2005,여자,00. All cancers,모든암,70-74세,6563,936.3
2005,여자,00. All cancers,모든암,75-79세,5392,1129.8
2005,여자,00. All cancers,모든암,80-84세,3532,1240.6
2005,여자,00. All cancers,모든암,85세이상,1989,1099.1
2005,여자,00. All cancers,모든암,연령전체,67488,278
2006,남녀전체,00. All cancers,모든암,00-04세,479,20.2
2006,남녀전체,00. All cancers,모든암,05-09세,302,9.4
2006,남녀전체,00. All cancers,모든암,10-14세,409,11.5
2006,남녀전체,00. All cancers,모든암,15-19세,519,16.4
2006,남녀전체,00. All cancers,모든암,20-24세,928,25.8
2006,남녀전체,00. All cancers,모든암,25-29세,1883,47.6
2006,남녀전체,00. All cancers,모든암,30-34세,3891,90.8
2006,남녀전체,00. All cancers,모든암,35-39세,6466,143.5
2006,남녀전체,00. All cancers,모든암,40-44세,9764,230.4
2006,남녀전체,00. All cancers,모든암,45-49세,15227,364.3
2006,남녀전체,00. All cancers,모든암,50-54세,15724,509.8
2006,남녀전체,00. All cancers,모든암,55-59세,16483,708.3
2006,남녀전체,00. All cancers,모든암,60-64세,18689,947.1
2006,남녀전체,00. All cancers,모든암,65-69세,21269,1230.3
2006,남녀전체,00. All cancers,모든암,70-74세,18939,1515.5
2006,남녀전체,00. All cancers,모든암,75-79세,12965,1683.6
2006,남녀전체,00. All cancers,모든암,80-84세,7446,1716.9
2006,남녀전체,00. All cancers,모든암,85세이상,3695,1429.5
2006,남녀전체,00. All cancers,모든암,연령전체,155078,317.2
2006,남자,00. All cancers,모든암,00-04세,249,20.2
2006,남자,00. All cancers,모든암,05-09세,171,10.2
2006,남자,00. All cancers,모든암,10-14세,235,12.4
2006,남자,00. All cancers,모든암,15-19세,274,16.4
2006,남자,00. All cancers,모든암,20-24세,357,19.2
2006,남자,00. All cancers,모든암,25-29세,542,26.8
2006,남자,00. All cancers,모든암,30-34세,1086,49.7
2006,남자,00. All cancers,모든암,35-39세,1935,84.5
2006,남자,00. All cancers,모든암,40-44세,3416,157.1
2006,남자,00. All cancers,모든암,45-49세,6104,288.1
2006,남자,00. All cancers,모든암,50-54세,8062,521
2006,남자,00. All cancers,모든암,55-59세,9678,837.8
2006,남자,00. All cancers,모든암,60-64세,11828,1259.5
2006,남자,00. All cancers,모든암,65-69세,13965,1794.3
2006,남자,00. All cancers,모든암,70-74세,11986,2365.8
2006,남자,00. All cancers,모든암,75-79세,7565,2853.6
2006,남자,00. All cancers,모든암,80-84세,3950,2902.1
2006,남자,00. All cancers,모든암,85세이상,1653,2515.6
2006,남자,00. All cancers,모든암,연령전체,83056,338.9
2006,여자,00. All cancers,모든암,00-04세,230,20.2
2006,여자,00. All cancers,모든암,05-09세,131,8.6
2006,여자,00. All cancers,모든암,10-14세,174,10.4
2006,여자,00. All cancers,모든암,15-19세,245,16.3
2006,여자,00. All cancers,모든암,20-24세,571,32.8
2006,여자,00. All cancers,모든암,25-29세,1341,69.4
2006,여자,00. All cancers,모든암,30-34세,2805,133.6
2006,여자,00. All cancers,모든암,35-39세,4531,204.3
2006,여자,00. All cancers,모든암,40-44세,6348,307.7
2006,여자,00. All cancers,모든암,45-49세,9123,442.6
2006,여자,00. All cancers,모든암,50-54세,7662,498.6
2006,여자,00. All cancers,모든암,55-59세,6805,580.6
2006,여자,00. All cancers,모든암,60-64세,6861,663.4
2006,여자,00. All cancers,모든암,65-69세,7304,768.5
2006,여자,00. All cancers,모든암,70-74세,6953,935.7
2006,여자,00. All cancers,모든암,75-79세,5400,1069.4
2006,여자,00. All cancers,모든암,80-84세,3496,1174.9
2006,여자,00. All cancers,모든암,85세이상,2042,1059.3
2006,여자,00. All cancers,모든암,연령전체,72022,295.4
2007,남녀전체,00. All cancers,모든암,00-04세,467,20.2
2007,남녀전체,00. All cancers,모든암,05-09세,307,10.1
2007,남녀전체,00. All cancers,모든암,10-14세,428,12.2
2007,남녀전체,00. All cancers,모든암,15-19세,577,17.7
2007,남녀전체,00. All cancers,모든암,20-24세,930,27.4
2007,남녀전체,00. All cancers,모든암,25-29세,2116,52.7
2007,남녀전체,00. All cancers,모든암,30-34세,4170,100.9
2007,남녀전체,00. All cancers,모든암,35-39세,7139,155.8
2007,남녀전체,00. All cancers,모든암,40-44세,10821,259.6
2007,남녀전체,00. All cancers,모든암,45-49세,16577,382.9
2007,남녀전체,00. All cancers,모든암,50-54세,17513,530.9
2007,남녀전체,00. All cancers,모든암,55-59세,17477,727.4
